assignment_group,short_description
AZTEC.GP04.HRIT.01,Change of name of existing employing entity DE1335 | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecREQM|Hiring Manager cannot see requisition |SER| REQ MGMT|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | <authorization / access >
AZTEC.GP04.HRIT.01,Incident in TEST - Values for field Disability Status not visible nor choosable | AZ France | Live | Settings
AZTEC.GP04.HRIT.04,FW: INC5078367_UPLOAD FILE FEEDER - DECOMMISSIONNING EXERCISE | AZ France | Live | Configuration
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | AZ Partners | Live | Settings
AZTEC.GP04.HRIT.03,FW: SuccessFactors Incident | Euler Hermes | Live | Settings
AZTEC.GP04.HRIT.04,FW: Feeder profile update | AGCS | Live | Configuration
AZTEC.GP04.HRIT.01,To grant ITSF role for Saisena in HRT PROD  instance | Aztech- India | LIve| Authorization/Access
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | Allianz SE | Live | Authorization/access
AZTEC.GP04.HRIT.04,FW: URGENT: SuccessFactors Incident / Support Request Template: Feeder: deplicated line for Sascha Heller | Euler Hermes | Live | Configuration |
AZTEC.GP04.HRIT.04,FW: Please update users and delete duplicates for employees with RiskLab e-mail | AGI | Live | Configuration
AZTEC.GP04.HRIT.04,FW: Feeder Access to Andreea | AZ Partners | Live | Authorization / Access 
AZTEC.GP04.HRIT.03,WBT: Course crashes at 40% | AZ Austria | Live | <Configuration
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | Allianz SE | Live | <cause code>
AZTEC.GP04.HRIT.04,FW: Info to Technical User in Feeder | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.04,FW: Feeder profile update | AGCS | Live | Authorization / Access |
AZTEC.GP04.HRIT.04,FW: Please delete duplikate in Feeder | AGCS | Live | Authorization/access 
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident - access to test environment | Euler Hermes | Live | Authorization/Access
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request | Euler Hermes | Live | Authorization/access 
AZTEC.GP04.HRIT.04,Lie Tjung Chi cannot see Handoyo Ariwibowo performance form | AZ Indonesia Life | Live | Settings
AZTEC.GP04.HRIT.04, Success Factors Login not possible | AZ Tech - Germany | Live | Authorization/access
AZTEC.GP04.HRIT.01,Problems with SF | AZ Germany | Live | < authorization / access> 
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Access/Authorization
AZTEC.GP04.HRIT.01,Change Mialaddress | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Query on guidelines for compensation | AP | Live | Authorization / Access 
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|New Functional Area|SER|REQ MNMT|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager cannot see applicants |SER| User ADMN|E-REC|AGI
AZTEC.GP04.HRIT.04,Problem with concurrent employees' IM Performance Forms | AZ Portugal | Live | < cause code >
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Not able to see candidate |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.06,Please reset 2 Factor Authentication for Lora Millhouse | AZ US Life | Live | < cause code >
AZTEC.GP04.HRIT.01,Manager for CEO in HRT system | AZ Bulgaria | Live | Configuration
AZTEC.GP04.HRIT.06,Please reset 2 Factor Authentication for Tim Riley | AZ US Life | Live | < cause code >
AZTEC.GP04.HRIT.01,"Blank page when calling up ""Company information"" | AZ Austria | Live | Settings"
AZTEC.GP04.HRIT.01,assign manager to CEO Allianz Tiriac Asigurari | AZ Romania | Live | Configuration
AZTEC.GP04.HRIT.03,no Access to the LMS Tool | AZ Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.01,no Access to SuccessFactors | AZ Germany | Live | < authorization / access >
AZTEC.GP04.HRIT.04,Unable to access ALM reset link | EH | Live | Authorization / Access
AZTEC.GP04.HRIT.06,User Jeroen Allonsius Allonsius. Jeroen <j.allonsius@sap.com> lost his access to SFA test environment | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.03,Access Rights new user TM profile | AZ France | Live | < Settings >
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Internal Portal Login Issue |SER| User ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|IDS
AZTEC.GP04.HRIT.01,Personalwelt - Probleme beim Aufruf  | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.04,Issue with Successfactors team group mailboxes | AZ Tech - India | Live |< cause code >
AZTEC.GP04.HRIT.03,Talent Pool related issue in Migration report | AZ Tech | Live | < cause code >
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter login access |SER| User ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.04,granting the role of Performance management Administrator for Mrs leila Achiri employee ID 15000259 | AZ Morocco | Live | < cause code >
AZTEC.GP04.HRIT.03,Granting the role of Talent management administrator for Mrs Leila Achiri employee ID 15000259 | AZ Morocco | Live | < Settings>
AZTEC.GP04.HRIT.01,cannot modify job relationships | AZ France | Live | Authorization/access
AZTEC.GP04.HRIT.04,SuccessFactors Incident | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Not able to see candidate |SER| User ADMN|E-REC|AGI
AZTEC.GP04.HRIT.01,EC Employee Status Showing as 'On Leave' when she is not | AZ UK | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.04,update RBP | AZ Spain | Live | < cause code >
AZTEC.GP04.HRIT.04,Access to Feeder | AZ Partners | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < authorization / access >
AZTEC.GP04.HRIT.03,Wrong System language in SF | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,"""Invalid login problem for Selin Egem Divrik"" | AZ Turkey | Live | < Authorization/access >"
AZTEC.GP04.HRIT.02,Below mentioned employee profiles are not reflecting in HCT. | AZ Tech - India | Live | Process
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Portal Login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Employee cannot access EC| AZ UK | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Reshma Menon: 15022952/ I90829. He is unable to access SF. | AZ Tech - India | Live | < authorization / access>
AZTEC.GP04.HRIT.03,LMS Issue - POSH Training | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.01,Problems with SF | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request  | AZ AP | Live | Authorization/access 
AZTEC.GP04.HRIT.01,Employee cannot access EC | AZ UK | Live | Authorization/access
AZTEC.GP04.HRIT.04,Laura Flierler | AGCS | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Access |SER| User ADMN|E-REC|IDS
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|APKV
AZTEC.GP04.HRIT.03,Success factors not able to display login page in Edge browser (5 people affected) | AZ Tech - Romania | Live | Process
AZTEC.GP04.HRIT.03,RE: FEEDER_CLEANUP_2020 | AZ AP | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter access |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal candidate creation|SER|USER ADMN|E-REC|ABV
AZTEC.GP04.HRIT.04,Feeder profile update | AGCS | Live | Configuration
AZTEC.GP04.HRIT.04,ALM acess issue for Veronica | AP | Live | Authorization / Access
AZTEC.GP04.HRIT.04,New Compensation Coordinator for Spain TU_CM | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Pallavi regarding Success factor login issue . Kindly look into it. | AZ Tech - India | Live | Authorization/Access
AZTEC.GP04.HRIT.04,mass transfer request | AZ Tech - Germany | Live | Configuration 
AZTEC.GP04.HRIT.04,Email ID change | AZ Tech - Germany | Live | Configuration
AZTEC.GP04.HRIT.02,Missing Data from Interface | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Portal Login issue |SER| User ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Password Reset related|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Application submission issue|SER|REQ MNMT|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Candidate access |SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Account creation |SER| User ADMN|E-REC|AZES
AZTEC.GP04.HRIT.01,Employee cannot access EC | AZ UK | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | <Authorization/access >
AZTEC.GP04.HRIT.02,Process is already running. executionId execution-| AZ Tech-India | Live | Settings
AZTEC.GP04.HRIT.03,Please grant LMS admin access o the below mentioned HR agent. Also note. he's unable to access normal LMS as well. | AZ Tech - India | Live | Authorization
AZTEC.GP04.HRIT.04,RE: SuccessFactors Incident / Support Request - Feeder | AZ Tech | Live | Configuration 
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template  | AGCS | Live | Configuration
AZTEC.GP04.HRIT.01,AZ France - Issue with usernames not ending with @allianz.fr | AZ France | Live | <Configuration>
AZTEC.GP04.HRIT.01,Job Relationship Employee 10603140 | AGCS | Live | < settings >
AZTEC.GP04.HRIT.02,AZ France - A change of the Head of Department hasn't triggered the ORG interface | AZ France | Live | Network
AZTEC.GP04.HRIT.01,SFA user list for quarterly access review | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.03,SuccessFactors Incident | Euler Hermes | Live | Settings
AZTEC.GP04.HRIT.04,RE: INC5234798_HR IT SuccessFactors Incident / Support Request for Marie BROCCOLI | AZ Real Estate | Live | Authorization/access |
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Feeder SSO issue | AZ Singapore | Live | Authorization/access |
AZTEC.GP04.HRIT.06,Revoke HRT production access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.03,FW: Successfactors - NJ - mandatory courses | AZ Tech - Germany | Live | Authorization/access
AZTEC.GP04.HRIT.01,no Access to the SF Tool | AZ Germany | Live | Settings 
AZTEC.GP04.HRIT.03,RE: INC4790285_RE: SuccessFactors Support Request - enter permission grade in employee profile | AZ Greece | Live | Settings
AZTEC.GP04.HRIT.04,Email ID change | AZ Tech - Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.01,Problems with the  SF | Allianz SE | Live | < authorization / access >
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Access/Authorization
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Production Recruiter portal down|SER|REQ MNMT|E-REC|AZTE
AZTEC.GP04.HRIT.04,feeder coordinator | Allianz SE | Live | Authorization/access |
AZTEC.GP04.HRIT.04,Problem on Success factors for Sonia BEN OTHMAN - Ticket INC5367767 | AZ France | Live | Authorization/access |
AZTEC.GP04.HRIT.03,no Access to LMS Tool. Problems with IDD | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Please update users and delete duplicates for several employees with RiskLab e-mail | AGI | Live | Configuration 
AZTEC.GP04.HRIT.04,Please delete duplicate Tobias Bienek 540e69b2-50fb-41f4-a10c-7f25f537ce13 | AGI | Live | Configuration 
AZTEC.GP04.HRIT.01,Mass Import By Global on Sep 28 2020 Caused Some Job Info Records to Change Event and Event Reason | AZ US Life | Live | <configuration>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access |SER| User ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Branch address change|SER|REQ MNMT|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access |SER| User ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access |SER| User ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Portal Login issue |SER| User ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecJSRH| Document upload issue |SER| JOB SEARCH|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Candidate details required|SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal account creation|SER|USER ADMN|E-REC|AZP
AZTEC.GP04.HRIT.03,Admin rights in LMS | AZ Russia | Live <configurtion
AZTEC.GP04.HRIT.04,Primary and Secondary Coordinator change for Brazil TU_CM | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.04,H2: Moehringer. Elena- SuccessFactors Incident | AZ Germany | Live | Authorization/access |
AZTEC.GP04.HRIT.04,Unable to mark the inactive status in Feeder | AZ Partners | Live | Authorization / Access
AZTEC.GP04.HRIT.04,RE: SF Legacy - Decommissioning Plan | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.02,Transfer not received in our local system | AZ France | Live | Process
AZTEC.GP04.HRIT.04,Please update user and delete duplicate Dhikra Bahri | AZ GI | Live | Configuration 
AZTEC.GP04.HRIT.02,SSL error with BOOMI | AZ Germany | Live | process
AZTEC.GP04.HRIT.04,TU Access for new HRBPs | AGCS | Live | Settings
AZTEC.GP04.HRIT.04,RE: URGENT - Problem on PM forms | AGCS | Live | Authorization/Access
AZTEC.GP04.HRIT.02,Regarding RITM2505027|Allainz Romania|Live |Process
AZTEC.GP04.HRIT.04,5 profiles are not found in HR Feeder | AGCS | Live | Authorization / Access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < Authorization/access>
AZTEC.GP04.HRIT.04,2 recent hires not found in Feeder | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.01,No Access to Personalwelt | AZ Tech - Germany | Live | Access/Authorization
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Euler Hermes | Live | Authorization/access |
AZTEC.GP04.HRIT.04,Email ID change | AZ Tech | Live | Authorization / Access
AZTEC.GP04.HRIT.03,failure access to learning section in SF | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < Authorization/access>
AZTEC.GP04.HRIT.04,Accounts creation in feeder for new hires  | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.04,Hi. we would like to know how to export some PM Forms 2020 in the new SF HRT? | AZ France | Live | Other
AZTEC.GP04.HRIT.03,SF Learning Area | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.03,SuccessFactors Incident | Euler Hermes | Live | <Settings>
AZTEC.GP04.HRIT.03,WBT: AZ AT – Compliance Test does not work | AZ Tech - Austria | Live | <cause code>
AZTEC.GP04.HRIT.02,Failed to connect to host: st.concursolutions.com on port 22 | AZ Tech-India | Live | Settings
AZTEC.GP04.HRIT.02,Failed to connect to host: sftp4.successfactors.com on port 22 | AZ Tech-India | Live | Settings
AZTEC.GP04.HRIT.03, INC5048006_Incident Required-LMS decommission | AZ Germany | Live | <cause code>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template: Oliver Kampe | AZ Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Arun Kumar S A : 10205573/ I88689. He is unable to access SF. | AZ Tech - Germany | Live | <authorization / access >
AZTEC.GP04.HRIT.01,Please look into the concern regarding the SF access raised by the below mentioned employees. | AZ Tech - India | Live | <authorization / access >
AZTEC.GP04.HRIT.04,Please help to VALIDATE a possible import file to Feeder | AGI | Live | Configuration 
AZTEC.GP04.HRIT.05,SER_eRecUSAD| External Portal Login issue |SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Application submission issue|SER|REQ MNMTE-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecREQM|AGCS Requisition Report (01.01.2018 – 30.09.2020) |SER| REQ MGMT|E-REC|AGCS 
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access|SER|USER ADMN|E-REC|AZRE
AZTEC.GP04.HRIT.01,TEST instance sends wrong messages to users and login is not available for UK | AZ UK | Live | Configuration
AZTEC.GP04.HRIT.01,EC PROD/ IE0001/ EC export file for interface | AZ Ireland | Live | Configuration
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < Authorization/access >
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template  | AZ Real Estate | Live | Configuration 
AZTEC.GP04.HRIT.04,SF double account  | AZ Partners | Live | Settings
AZTEC.GP04.HRIT.04,RE: Please update user and delete duplicate xiaoqiu qiu | AZ GI | Live | Configuration 
AZTEC.GP04.HRIT.04,RE: Please update user and delete duplicate raluca.jochmann@risklab.com | AZ GI | Live | Configuration 
AZTEC.GP04.HRIT.04,RE: Please update user and delete duplicate thorsten.glemit@risklab.com | AZ GI | Live | Configuration 
AZTEC.GP04.HRIT.02,Certificate is not needed any more because we are not using this certificate | AZ Tech - India | Live | Process
AZTEC.GP04.HRIT.01,Stefanie NIKOLA has no access to SF - Username is not correct email | AZ BeNeLux | Live | <Authorization/access >
AZTEC.GP04.HRIT.01,Login problem for Nursena Erden: Retyping of user code and password again need! | AZ Turkey | Live |Authorization/Access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.04,Please update user and delete duplicate Ariane Egl | AZ GI | Live | Configuration |
AZTEC.GP04.HRIT.04,SuccessFactors Incident | Euler Hermes | Live | Authorization/access |
AZTEC.GP04.HRIT.01,disable employee right to data edition | AZ Partners | Live | Authorization/access
AZTEC.GP04.HRIT.04,Issue with Account of Antonino Maglia | AZ Partners | Live | Configuration 
AZTEC.GP04.HRIT.02,LMS SFTP | AZ-Tech India | Live |External systems
AZTEC.GP04.HRIT.06,Grant provisioning access to Paul in HRT Conv instance | AZ Technology | Live | Access Rights
AZTEC.GP04.HRIT.05,SER_eRecINTF|Open the remote connections to WD3. WD5. GAD. GAP. GEP for access via R/3 (all) and http|SER|INTERFACE|E-REC|AZTE
